metier,competences
Consultant informatique,Analyser les processus métier. Définir des solutions fonctionnelles
Consultant informatique,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges
Consultant informatique,Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Finance. Intervenir en informatique de gestion
Consultant informatique,Analyser les besoins d'un projet. Concevoir l'architecture d'un système d'information. Concevoir les solutions techniques. Définir les caractéristiques techniques du produit. Évaluer le résultat de ses actions
Consultant informatique,Analyser les besoins d'un projet. Concevoir l'architecture d'un système d'information. Concevoir les solutions techniques. Définir les caractéristiques techniques du produit. Évaluer le résultat de ses actions
Consultant informatique,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges
Consultant informatique,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Déterminer les phases et procédures de tests techniques et fonctionnels de programmes et applications informatiques
Consultant informatique,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire
Consultant informatique,Analyser des problèmes techniques. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Langage informatique Apache. Langage informatique C#. Langages de programmation informatique. Méthode AGILE. Méthodologie Scrum. Programmation informatique. Programmer dans un langage informatique spécifique. Réaliser des supports techniques. Rédiger une Spécification Technique de Besoin (STB). Analyser les besoins du client. Développer une application en lien avec une base de données. Langage informatique Ada. Langage informatique Basic. Langage informatique C/C++. Langage informatique J2EE. Langage informatique Java. Langage informatique SQL. Méthodologie SAFe. Progiciels de Gestion Intégrée (PGI) / Enterprise Resource Planning (ERP)
Consultant informatique,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire
Consultant informatique,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire
Consultant informatique,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire
Consultant informatique,Architecture des systèmes d'information. Mettre en oeuvre des préconisations fonctionnelles et techniques. Progiciels de Gestion Intégrée (PGI) / Enterprise Resource Planning (ERP). Recenser les besoins du commanditaire. Analyser les processus métier. Animer une réunion. Conduite du changement. Définir la faisabilité et la rentabilité d'un projet. Méthode AGILE
Consultant informatique,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire
Consultant informatique,"Analyser les processus métier. Animer une réunion. Définir des solutions fonctionnelles. Recenser les besoins du commanditaire. Suivre l'avancement d'un projet. Technologie de l'internet. Coordonner l'activité d'une équipe. Déployer des applications. Méthode AGILE. Traiter l'information (collecter, classer et mettre à jour). Capacités manageriales"
Consultant informatique,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire
Consultant informatique,Office365 / MS365. Établir un cahier des charges. Analyser des problèmes techniques. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Programmation informatique. Réaliser des études et développements informatiques. Rédiger une Spécification Technique de Besoin (STB)
Consultant informatique,"Analyser et définir les besoins de l'entreprise, des utilisateurs en matière d'organisation et de systèmes d'information et de télécoms. Concevoir le schéma directeur à partir des orientations fixées par la direction et des besoins des services utilisateurs et superviser les modalités de mise en oeuvre. Coordonner les différentes étapes d'un projet. Piloter un projet. Procéder au choix de réalisation, de traitement en interne ou par sous-traitance et en contrôler la conformité de réalisation"
Consultant informatique,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire
